project_id,project_name,state,district,mp_name,project_type,sanctioned_amount,released_amount,utilized_amount,completion_percentage,sanction_date,start_date,expected_completion_date,actual_completion_date,latitude,longitude,contractor,agency,status,synthetic_scenario,ground_truth_anomaly,financial_progress_ratio,progress_gap,planned_duration_days
P00639,Drinking Water Project 0639,Maharashtra,Pune,MP_078,Drinking Water,1359000.0,824000.0,796000.0,16.360500717744223,2024-11-09,2024-11-19,2025-11-27,,18.525277,73.939589,Contractor_053,Agency_01,In Progress,progress_mismatch,1,0.586,42.2,383
P00640,School Building Project 0640,Telangana,Warangal,MP_235,School Building,3195000.0,2922000.0,1771000.0,48.9,2024-02-22,2024-03-03,2024-09-14,,17.972292,79.56891,Contractor_037,Agency_07,In Progress,geo,1,0.554,6.5,205
P00641,School Building Project 0641,Maharashtra,Nashik,MP_526,School Building,3578000.0,2335000.0,1536000.0,48.5,2025-11-08,2025-11-18,2026-05-10,,19.989211,73.88911,Contractor_053,Agency_05,In Progress,normal,0,0.429,-5.6,183
P00642,Health Facility Project 0642,Gujarat,Vadodara,MP_264,Health Facility,3983000.0,2677000.0,2227000.0,59.0,2025-10-05,2025-10-15,2026-05-10,,22.335522,73.079229,Contractor_055,Agency_14,In Progress,normal,0,0.559,-3.1,217
P00643,Street Lighting Project 0643,Telangana,Warangal,MP_141,Street Lighting,703000.0,461000.0,452000.0,67.6,2025-02-11,2025-02-21,2026-02-02,,17.968911,79.703343,Contractor_022,Agency_01,In Progress,normal,0,0.643,-3.3,356
P00644,Sports Facility Project 0644,Gujarat,Vadodara,MP_374,Sports Facility,1476000.0,910000.0,910000.0,76.2,2025-04-27,2025-05-07,2026-03-15,,22.208423,73.126364,Contractor_036,Agency_08,In Progress,normal,0,0.617,-14.5,322
P00645,Sports Facility Project 0645,Tamil Nadu,Madurai,MP_478,Sports Facility,8126000.0,8126000.0,6827000.0,75.0,2024-07-14,2024-07-24,2025-04-20,,9.887611,78.068027,Contractor_049,Agency_10,In Progress,financial,1,0.84,9.0,280
P00646,Drinking Water Project 0646,Rajasthan,Kota,MP_171,Drinking Water,1401000.0,1190000.0,973000.0,71.1,2024-09-15,2024-09-25,2024-12-22,,25.205903,75.828316,Contractor_017,Agency_15,In Progress,normal,0,0.695,-1.6,98
P00647,Street Lighting Project 0647,Rajasthan,Jaipur,MP_399,Street Lighting,1155000.0,1033000.0,1033000.0,100.0,2024-12-24,2025-01-03,2025-09-25,2025-12-28,26.801812,75.824057,Contractor_019,Agency_13,Completed,normal,0,0.894,-10.6,275
P00648,Road Project 0648,Karnataka,Belagavi,MP_471,Road,2998000.0,2429000.0,2429000.0,83.7,2025-09-16,2025-09-26,2026-04-18,,15.930407,74.413013,Contractor_060,Agency_12,Delayed,normal,0,0.81,-2.7,214
P00649,School Building Project 0649,Maharashtra,Nagpur,MP_109,School Building,5091000.0,4935000.0,3114000.0,57.4,2025-04-30,2025-05-10,2026-03-03,,21.03754,79.161042,Contractor_016,Agency_11,In Progress,normal,0,0.612,3.8,307
P00650,School Building Project 0650,Andhra Pradesh,Visakhapatnam,MP_508,School Building,3113000.0,1720000.0,1531000.0,28.59318653394005,2025-07-06,2025-07-16,2026-08-23,,17.65795,83.230174,Contractor_024,Agency_14,In Progress,progress_mismatch,1,0.492,20.6,413
P00651,School Building Project 0651,Maharashtra,Nagpur,MP_363,School Building,3313000.0,2211000.0,1191000.0,40.0,2024-02-27,2024-03-08,2024-11-28,,21.26507,79.162657,Contractor_050,Agency_10,In Progress,contractor_pattern,1,0.359,-4.1,275
P00652,Community Hall Project 0652,Maharashtra,Aurangabad,MP_206,Community Hall,1392000.0,1319000.0,1319000.0,98.7,2026-03-23,2026-04-02,2026-07-20,2026-07-20,19.952749,75.237542,Contractor_053,Agency_13,Completed,normal,0,0.948,-3.9,119
P00653,Street Lighting Project 0653,Gujarat,Surat,MP_433,Street Lighting,349000.0,219000.0,219000.0,100.0,2025-04-07,2025-04-17,2026-05-25,2026-06-03,21.081678,72.846529,Contractor_053,Agency_02,Completed,normal,0,0.628,-37.2,413
P00654,Sports Facility Project 0654,Gujarat,Vadodara,MP_289,Sports Facility,1333000.0,851000.0,299000.0,24.7,2025-08-31,2025-09-10,2026-01-20,,22.385409,73.130827,Contractor_045,Agency_01,In Progress,normal,0,0.224,-2.3,142
P00655,Health Facility Project 0655,Karnataka,Mysuru,MP_206,Health Facility,4955000.0,3401000.0,3401000.0,100.0,2024-06-12,2024-06-22,2025-04-11,2025-10-06,12.215569,76.593708,Contractor_032,Agency_13,Completed,normal,0,0.686,-31.4,303
P00656,Community Hall Project 0656,Rajasthan,Jodhpur,MP_256,Community Hall,2707000.0,1842000.0,1842000.0,100.0,2025-12-20,2025-12-30,2026-03-29,2026-03-29,26.122902,72.92667,Contractor_051,Agency_16,Completed,normal,0,0.68,-32.0,99
P00657,Street Lighting Project 0657,Gujarat,Vadodara,MP_027,Street Lighting,917000.0,857000.0,203000.0,21.9,2025-03-30,2025-04-09,2026-01-15,,22.260546,73.170566,Contractor_022,Agency_02,In Progress,normal,0,0.221,0.2,291
P00658,Drinking Water Project 0658,West Bengal,Malda,MP_177,Drinking Water,1593000.0,892000.0,783000.0,56.8,2025-12-03,2025-12-13,2027-01-16,,24.972533,88.045985,Contractor_016,Agency_18,In Progress,normal,0,0.492,-7.6,409
P00659,Community Hall Project 0659,Kerala,Kollam,MP_362,Community Hall,1718000.0,1494000.0,1181000.0,71.0,2024-01-18,2024-01-28,2024-08-12,,8.839947,76.550124,Contractor_004,Agency_02,Delayed,normal,0,0.687,-2.3,207
P00660,Health Facility Project 0660,West Bengal,Kolkata,MP_316,Health Facility,4730000.0,4546000.0,3550000.0,84.8,2024-04-22,2024-05-02,2024-11-07,,22.572752,88.25761,Contractor_008,Agency_17,In Progress,normal,0,0.751,-9.7,199
P00661,Drinking Water Project 0661,West Bengal,Kolkata,MP_354,Drinking Water,2468000.0,2120000.0,1136000.0,41.0,2025-07-03,2025-07-13,2026-02-09,,22.595829,88.418356,Contractor_056,Agency_10,In Progress,normal,0,0.46,5.0,221
P00662,Health Facility Project 0662,Maharashtra,Nashik,MP_213,Health Facility,1290000.0,1166000.0,905000.0,72.4,2025-01-19,2025-01-29,2025-07-04,,19.882116,73.907668,Contractor_020,Agency_07,In Progress,normal,0,0.702,-2.2,166
P00663,Health Facility Project 0663,Kerala,Ernakulam,MP_021,Health Facility,4883000.0,3693000.0,3693000.0,90.5,2026-01-08,2026-01-18,2026-12-04,,9.898063,76.192503,Contractor_033,Agency_07,In Progress,normal,0,0.756,-14.9,330
P00664,Community Hall Project 0664,Andhra Pradesh,Tirupati,MP_199,Community Hall,1830000.0,1358000.0,1358000.0,98.6,2024-12-30,2025-01-09,2025-08-19,2025-11-08,13.746252,79.424771,Contractor_012,Agency_13,Completed,normal,0,0.742,-24.4,232
P00665,Road Project 0665,Gujarat,Surat,MP_030,Road,2784000.0,2216000.0,2216000.0,79.4,2024-04-22,2024-05-02,2024-10-07,,21.18847,72.738832,Contractor_045,Agency_10,In Progress,normal,0,0.796,0.2,168
P00666,Community Hall Project 0666,Kerala,Kozhikode,MP_269,Community Hall,1111000.0,690000.0,690000.0,100.0,2024-04-20,2024-04-30,2024-08-26,2024-09-24,11.342057,75.819911,Contractor_002,Agency_06,Completed,normal,0,0.621,-37.9,128
P00667,Street Lighting Project 0667,Maharashtra,Nashik,MP_051,Street Lighting,1224000.0,1167000.0,945000.0,85.3,2025-02-11,2025-02-21,2025-06-29,,19.948833,73.807011,Contractor_055,Agency_19,In Progress,normal,0,0.772,-8.1,138
P00668,Road Project 0668,Tamil Nadu,Coimbatore,MP_044,Road,1980000.0,1822000.0,1052000.0,59.4,2025-12-15,2025-12-25,2026-04-04,,11.016473,76.860705,Contractor_033,Agency_08,In Progress,normal,0,0.531,-6.3,110
P00669,Street Lighting Project 0669,Odisha,Cuttack,MP_071,Street Lighting,375000.0,226000.0,226000.0,88.8,2026-03-14,2026-03-24,2027-02-23,,20.371969,85.930486,Contractor_013,Agency_01,In Progress,normal,0,0.603,-28.5,346
P00670,School Building Project 0670,Andhra Pradesh,Guntur,MP_550,School Building,5349000.0,5104000.0,4879000.0,25.97142912862468,2025-09-19,2025-09-29,2026-07-05,,16.361582,80.417433,Contractor_011,Agency_07,In Progress,progress_mismatch,1,0.912,65.2,289
P00671,School Building Project 0671,West Bengal,Darjeeling,MP_117,School Building,1562000.0,1533000.0,1345000.0,83.9,2025-04-05,2025-04-15,2025-12-22,,26.990774,88.287303,Contractor_010,Agency_12,In Progress,normal,0,0.861,2.2,261
P00672,Community Hall Project 0672,Odisha,Ganjam,MP_059,Community Hall,1618000.0,1529000.0,1422000.0,100.0,2025-12-11,2025-12-21,2026-04-30,2026-04-30,19.354767,84.686339,Contractor_010,Agency_15,Completed,normal,0,0.879,-12.1,140
P00673,Street Lighting Project 0673,Tamil Nadu,Chennai,MP_357,Street Lighting,494000.0,405000.0,331000.0,61.0,2026-04-23,2026-05-03,2027-01-27,,12.99563,80.312912,Contractor_026,Agency_09,In Progress,normal,0,0.67,6.0,279
P00674,Drinking Water Project 0674,Gujarat,Ahmedabad,MP_393,Drinking Water,947000.0,911000.0,764000.0,73.6,2024-10-31,2024-11-10,2025-11-06,,23.141996,72.678943,Contractor_046,Agency_13,In Progress,normal,0,0.807,7.1,371
P00675,Street Lighting Project 0675,Maharashtra,Nagpur,MP_332,Street Lighting,887000.0,584000.0,584000.0,82.4,2025-02-05,2025-02-15,2025-06-09,,21.03215,79.090982,Contractor_038,Agency_17,In Progress,normal,0,0.658,-16.6,124
P00676,Community Hall Project 0676,Rajasthan,Jaipur,MP_525,Community Hall,2446000.0,1975000.0,1404000.0,51.2,2025-07-09,2025-07-19,2026-04-14,,26.806111,75.846935,Contractor_057,Agency_16,In Progress,normal,0,0.574,6.2,279
P00677,Community Hall Project 0677,Karnataka,Belagavi,MP_287,Community Hall,3442000.0,2441000.0,1772000.0,53.3,2024-05-30,2024-06-09,2025-01-22,,15.968223,74.565032,Contractor_022,Agency_19,In Progress,normal,0,0.515,-1.8,237
P00678,Road Project 0152 - Similar Work,Kerala,Thrissur,MP_146,Road,3976000.0,3562000.0,2543000.0,58.8,2026-02-17,2026-02-27,2026-09-25,,10.507859,76.133365,Contractor_012,Agency_19,In Progress,duplicate,1,0.64,5.2,220
P00679,School Building Project 0679,Tamil Nadu,Salem,MP_277,School Building,1987000.0,1897000.0,1003000.0,53.2,2025-10-09,2025-10-19,2026-09-02,,11.670818,78.24535,Contractor_035,Agency_15,In Progress,normal,0,0.505,-2.7,328
P00680,Community Hall Project 0680,Kerala,Ernakulam,MP_342,Community Hall,2598000.0,2289000.0,1354000.0,47.2,2025-01-12,2025-01-22,2025-12-15,,10.056616,76.37601,Contractor_019,Agency_02,Delayed,normal,0,0.521,4.9,337
P00681,Drinking Water Project 0681,Odisha,Ganjam,MP_011,Drinking Water,1525000.0,1436000.0,935000.0,64.0,2025-08-31,2025-09-10,2026-06-22,,19.349749,84.721093,Contractor_057,Agency_04,Delayed,normal,0,0.613,-2.7,295
P00682,Road Project 0682,Karnataka,Bengaluru Urban,MP_061,Road,2517000.0,2258000.0,1660000.0,73.2,2024-07-14,2024-07-24,2025-05-30,,12.973238,77.645062,Contractor_016,Agency_07,Delayed,normal,0,0.66,-7.2,320
P00683,Street Lighting Project 0683,West Bengal,Malda,MP_211,Street Lighting,1287000.0,783000.0,783000.0,76.4,2025-03-07,2025-03-17,2026-01-05,,24.945571,88.160446,Contractor_055,Agency_07,In Progress,normal,0,0.608,-15.6,304
P00684,School Building Project 0684,Tamil Nadu,Madurai,MP_165,School Building,2006000.0,1110000.0,1110000.0,73.7,2024-02-16,2024-02-26,2024-12-22,,9.98678,78.089074,Contractor_002,Agency_06,Delayed,normal,0,0.553,-18.4,310
P00685,Street Lighting Project 0685,Kerala,Kozhikode,MP_242,Street Lighting,1372000.0,1319000.0,591000.0,48.6,2025-12-27,2026-01-06,2026-04-13,,11.267306,75.819983,Contractor_040,Agency_13,In Progress,normal,0,0.431,-5.5,107
P00686,Community Hall Project 0686,Andhra Pradesh,Tirupati,MP_005,Community Hall,2950000.0,2884000.0,2161000.0,76.5,2026-04-10,2026-04-20,2026-07-13,,13.643021,79.37435,Contractor_043,Agency_01,In Progress,normal,0,0.733,-3.2,94
P00687,Road Project 0687,Rajasthan,Jodhpur,MP_208,Road,2663000.0,1657000.0,1657000.0,92.0,2024-08-07,2024-08-17,2025-09-19,,26.128524,73.000414,Contractor_020,Agency_09,In Progress,normal,0,0.622,-29.8,408
P00688,Street Lighting Project 0688,Telangana,Warangal,MP_165,Street Lighting,1285000.0,1176000.0,159000.0,11.1,2026-02-08,2026-02-18,2026-12-14,,18.083097,79.542104,Contractor_003,Agency_20,In Progress,geo,1,0.124,1.3,309
P00689,Road Project 0689,Andhra Pradesh,Tirupati,MP_036,Road,2062000.0,1967000.0,988000.0,31.250399788515445,2025-03-11,2025-03-21,2025-07-25,2026-03-22,13.722613,79.321678,Contractor_004,Agency_15,Delayed,delay,1,0.479,16.6,136
P00690,Community Hall Project 0690,Telangana,Nizamabad,MP_400,Community Hall,2210000.0,2020000.0,1310000.0,56.2,2024-12-18,2024-12-28,2025-05-17,,18.711432,78.117087,Contractor_028,Agency_03,In Progress,normal,0,0.593,3.1,150
P00691,Sports Facility Project 0691,Odisha,Khordha,MP_462,Sports Facility,827000.0,808000.0,448000.0,62.7,2024-12-20,2024-12-30,2025-07-23,,20.065828,85.558288,Contractor_038,Agency_12,In Progress,normal,0,0.542,-8.5,215
P00692,Street Lighting Project 0692,Maharashtra,Pune,MP_018,Street Lighting,896000.0,876000.0,765000.0,88.8,2024-01-03,2024-01-13,2024-05-01,,18.4607,73.952843,Contractor_045,Agency_14,In Progress,normal,0,0.854,-3.4,119
P00693,Drinking Water Project 0693,Telangana,Warangal,MP_123,Drinking Water,1270000.0,880000.0,757000.0,54.4,2024-02-24,2024-03-05,2025-02-25,,18.06562,79.676961,Contractor_013,Agency_16,In Progress,normal,0,0.596,5.2,367
P00694,Sports Facility Project 0694,Karnataka,Dharwad,MP_360,Sports Facility,1027000.0,820000.0,685000.0,58.1,2025-10-21,2025-10-31,2026-11-13,,15.450639,74.964132,Contractor_048,Agency_16,In Progress,normal,0,0.667,8.6,388
P00695,Community Hall Project 0695,Tamil Nadu,Coimbatore,MP_221,Community Hall,2535000.0,2526000.0,1816000.0,63.4,2025-06-21,2025-07-01,2026-04-07,,10.908887,76.892577,Contractor_034,Agency_20,In Progress,normal,0,0.716,8.2,290
P00696,Road Project 0331 - Similar Work,Karnataka,Dharwad,MP_014,Road,2494000.0,2123000.0,2123000.0,100.0,2026-04-06,2026-04-16,2027-03-23,2027-03-29,15.453077,75.04097,Contractor_040,Agency_08,Completed,duplicate,1,0.851,-14.9,351
P00697,Road Project 0697,Tamil Nadu,Coimbatore,MP_322,Road,1732000.0,1271000.0,897000.0,56.0,2024-01-27,2024-02-06,2024-08-02,,11.035812,77.054554,Contractor_015,Agency_12,In Progress,normal,0,0.518,-4.2,188
P00698,Road Project 0698,Gujarat,Ahmedabad,MP_100,Road,2016000.0,1691000.0,1691000.0,89.4,2025-03-25,2025-04-04,2025-08-26,,23.096784,72.476249,Contractor_001,Agency_09,In Progress,normal,0,0.839,-5.5,154
P00699,Health Facility Project 0699,Maharashtra,Aurangabad,MP_457,Health Facility,1943000.0,1308000.0,1308000.0,81.3,2024-12-28,2025-01-07,2025-06-09,,19.776876,75.413714,Contractor_035,Agency_18,In Progress,normal,0,0.673,-14.0,163
P00700,Drinking Water Project 0700,Karnataka,Bengaluru Urban,MP_331,Drinking Water,2213000.0,1609000.0,892000.0,43.3,2024-12-05,2024-12-15,2026-01-03,,12.963726,77.529509,Contractor_009,Agency_07,In Progress,normal,0,0.403,-3.0,394
P00701,Road Project 0701,Odisha,Khordha,MP_243,Road,1673000.0,1476000.0,1209000.0,82.4,2025-11-30,2025-12-10,2026-03-11,,20.253413,85.590658,Contractor_040,Agency_19,In Progress,normal,0,0.723,-10.1,101
P00702,Street Lighting Project 0702,Karnataka,Dharwad,MP_472,Street Lighting,950000.0,798000.0,798000.0,81.1,2025-05-10,2025-05-20,2026-01-01,,15.554845,74.986462,Contractor_056,Agency_09,In Progress,normal,0,0.84,2.9,236
P00703,Street Lighting Project 0703,Telangana,Karimnagar,MP_519,Street Lighting,334000.0,236000.0,236000.0,86.1,2024-04-12,2024-04-22,2025-03-10,,18.470988,79.094393,Contractor_018,Agency_01,In Progress,normal,0,0.707,-15.4,332
P00704,Road Project 0704,Rajasthan,Udaipur,MP_049,Road,2951000.0,2541000.0,2245000.0,86.7,2024-11-16,2024-11-26,2025-11-01,,24.527733,73.614447,Contractor_027,Agency_05,In Progress,normal,0,0.761,-10.6,350
P00705,Street Lighting Project 0705,Tamil Nadu,Salem,MP_123,Street Lighting,1148000.0,1026000.0,722000.0,62.8,2024-06-20,2024-06-30,2025-07-17,,11.605516,78.230058,Contractor_056,Agency_17,In Progress,normal,0,0.629,0.1,392
P00706,Sports Facility Project 0706,Odisha,Ganjam,MP_350,Sports Facility,2340000.0,1814000.0,1369000.0,60.1,2024-07-22,2024-08-01,2025-07-30,,19.271865,84.762608,Contractor_003,Agency_08,In Progress,normal,0,0.585,-1.6,373
P00707,Sports Facility Project 0707,Telangana,Warangal,MP_378,Sports Facility,2550000.0,1809000.0,1334000.0,57.1,2024-06-14,2024-06-24,2025-05-16,,18.005032,79.627778,Contractor_059,Agency_01,In Progress,normal,0,0.523,-4.8,336
P00708,Sports Facility Project 0708,West Bengal,Kolkata,MP_305,Sports Facility,2313000.0,1533000.0,1533000.0,78.8,2025-05-15,2025-05-25,2025-08-16,,22.467622,88.291725,Contractor_043,Agency_13,In Progress,normal,0,0.663,-12.5,93
P00709,Sports Facility Project 0709,Odisha,Ganjam,MP_081,Sports Facility,1282000.0,1275000.0,1206000.0,86.6,2024-09-26,2024-10-06,2025-05-19,,19.383461,84.861757,Contractor_027,Agency_14,In Progress,normal,0,0.941,7.5,235
P00710,Community Hall Project 0710,Maharashtra,Pune,MP_408,Community Hall,2811000.0,1973000.0,1973000.0,68.9,2025-08-12,2025-08-22,2026-03-01,,18.431381,73.8712,Contractor_043,Agency_02,In Progress,normal,0,0.702,1.3,201
P00711,Street Lighting Project 0711,Tamil Nadu,Madurai,MP_387,Street Lighting,632000.0,492000.0,445000.0,77.1,2024-04-01,2024-04-11,2024-07-14,,9.969632,78.116234,Contractor_055,Agency_10,In Progress,normal,0,0.704,-6.7,104
P00712,Health Facility Project 0712,Telangana,Warangal,MP_338,Health Facility,1787000.0,1178000.0,1178000.0,76.6,2025-11-04,2025-11-14,2026-10-08,,17.855692,79.492054,Contractor_006,Agency_15,In Progress,normal,0,0.659,-10.7,338
P00713,Community Hall Project 0713,West Bengal,Howrah,MP_024,Community Hall,1553000.0,1266000.0,741000.0,55.5,2024-01-15,2024-01-25,2025-03-07,,22.664258,88.335093,Contractor_058,Agency_03,In Progress,normal,0,0.477,-7.8,417
P00714,Road Project 0714,Telangana,Nizamabad,MP_182,Road,2935000.0,2867000.0,1952000.0,77.4,2025-10-22,2025-11-01,2026-02-22,,18.675008,77.991049,Contractor_048,Agency_06,In Progress,normal,0,0.665,-10.9,123
P00715,School Building Project 0715,Maharashtra,Pune,MP_083,School Building,4466000.0,3532000.0,2639000.0,67.1,2025-08-23,2025-09-02,2026-07-09,,18.51181,73.749755,Contractor_011,Agency_02,In Progress,normal,0,0.591,-8.0,320
P00716,Sports Facility Project 0716,West Bengal,Malda,MP_526,Sports Facility,1526000.0,1268000.0,1268000.0,100.0,2024-09-16,2024-09-26,2025-05-29,2025-05-29,24.990655,88.120484,Contractor_002,Agency_11,Completed,normal,0,0.831,-16.9,255
P00717,Sports Facility Project 0717,Andhra Pradesh,Krishna,MP_540,Sports Facility,1024000.0,753000.0,304000.0,26.5,2026-04-17,2026-04-27,2027-03-31,,16.566729,80.551695,Contractor_019,Agency_09,In Progress,normal,0,0.297,3.2,348
P00718,Street Lighting Project 0718,Kerala,Thrissur,MP_102,Street Lighting,1276000.0,1032000.0,1032000.0,100.0,2024-12-01,2024-12-11,2025-06-03,2025-06-13,10.440552,76.243759,Contractor_050,Agency_06,Completed,contractor_pattern,1,0.809,-19.1,184
P00719,Health Facility Project 0719,Telangana,Nizamabad,MP_126,Health Facility,1683000.0,1397000.0,1031000.0,67.0,2024-02-29,2024-03-10,2025-02-08,,18.609567,78.122093,Contractor_044,Agency_08,In Progress,normal,0,0.613,-5.7,345
P00720,School Building Project 0720,Telangana,Nizamabad,MP_158,School Building,4188000.0,2776000.0,2776000.0,78.9,2025-03-12,2025-03-22,2026-03-27,,18.758184,78.128798,Contractor_018,Agency_18,In Progress,normal,0,0.663,-12.6,380
P00721,Street Lighting Project 0721,Telangana,Hyderabad,MP_518,Street Lighting,1113000.0,792000.0,698000.0,71.2,2025-12-13,2025-12-23,2026-06-26,,17.287712,78.532589,Contractor_054,Agency_15,In Progress,normal,0,0.627,-8.5,195
P00722,School Building Project 0722,Tamil Nadu,Chennai,MP_351,School Building,3796000.0,3537000.0,3275000.0,100.0,2025-11-23,2025-12-03,2026-06-27,2026-08-20,13.198872,80.370377,Contractor_015,Agency_16,Completed,normal,0,0.863,-13.7,216
P00723,Health Facility Project 0723,Odisha,Sambalpur,MP_493,Health Facility,11068000.0,11068000.0,9701000.0,85.1,2025-12-14,2025-12-24,2026-05-01,,21.559986,83.99872,Contractor_046,Agency_05,In Progress,financial,1,0.876,2.5,138
P00724,Street Lighting Project 0724,Rajasthan,Kota,MP_052,Street Lighting,1099000.0,1028000.0,1028000.0,85.7,2026-03-16,2026-03-26,2026-09-10,,25.328833,75.910362,Contractor_021,Agency_03,In Progress,normal,0,0.935,7.8,178
P00725,School Building Project 0725,Tamil Nadu,Coimbatore,MP_015,School Building,5784000.0,4637000.0,4353000.0,80.6,2024-07-16,2024-07-26,2025-02-23,,11.003208,76.927111,Contractor_014,Agency_17,In Progress,normal,0,0.753,-5.3,222
P00726,School Building Project 0726,Tamil Nadu,Salem,MP_002,School Building,5847000.0,5110000.0,4611000.0,82.3,2025-05-14,2025-05-24,2025-10-24,,11.757255,78.228863,Contractor_018,Agency_07,In Progress,normal,0,0.789,-3.4,163
P00727,Street Lighting Project 0727,Kerala,Thrissur,MP_268,Street Lighting,616000.0,601000.0,356000.0,62.5,2024-06-14,2024-06-24,2025-05-29,,10.49151,76.227212,Contractor_052,Agency_12,In Progress,normal,0,0.578,-4.7,349
P00728,Street Lighting Project 0728,Telangana,Nizamabad,MP_237,Street Lighting,978000.0,678000.0,678000.0,72.2,2024-11-06,2024-11-16,2025-10-18,,18.601654,78.026505,Contractor_035,Agency_04,In Progress,normal,0,0.693,-2.9,346
P00729,Street Lighting Project 0729,Telangana,Warangal,MP_538,Street Lighting,849000.0,823000.0,823000.0,99.4,2025-12-15,2025-12-25,2026-05-31,2026-06-13,17.98038,79.587661,Contractor_024,Agency_16,Completed,normal,0,0.969,-2.5,167
